链接,中药名,别名,英文名,产地分布,性味归经,功效与作用,临床应用,图片,形态,使用禁忌
http://www.zhongyoo.com/name/caoguo_162.html,草果,草果仁、草果子、老蔻,Fructus Tsaoko。,野生于山坡、林下或沟谷两旁疏林中，现有栽培。分布于广西、云南和贵州等地。,温，味辛。归脾经、胃经,燥湿温中、除痰截疟。属化湿药。,用量3～6克，内服煎汤。用治寒湿内阻、脘腹胀痛、痞满呕吐、疟疾寒热。,http://www.zhongyoo.com//uploads/allimg/140106/1-1401061029533C.jpg,多年生草本。丛生，高2～3米。根茎横走，茎圆柱形，粗壮，直立或稍倾斜，叶2列，叶片长椭圆形或披针状长圆形，叶两面均光滑无毛，叶鞘开放，抱茎，淡绿色，被疏柔毛，叶舌先端圆形，锈褐色，被疏柔毛，叶柄短或几无柄。穗状花序，每花序有5～30朵花，苞片长圆形至卵形，先端钝，浅橙色，萼筒状，顶部3裂，花冠白色，花冠管与萼管等长或稍短，裂片3，相等，唇瓣矩圆状倒卵形，中肋两侧具紫红色条纹，边缘多皱，退化雄蕊4枚，外轮2枚带花瓣状，内轮2枚联合成唇瓣；发育雄蕊1枚，花药直立，药隔附属体延长。蒴果长圆形或卵状椭圆形，顶端具宿存的花柱残基，呈矩圆柱状突起。种子圆锥状多面体，红棕色，被灰白色膜质假种皮。花期4～5月，果期6～9月。,阴虚血少者禁服
http://www.zhongyoo.com/name/tuniuxi_12315.html,土牛膝,牛舌头，倒扣草，倒钩草，倒勒草，铁马鞭,Common Achyranthes Herb。,除东北外全国广布，朝鲜、苏联、印度、越南、菲律宾、马来西亚、非洲均有分布。,微寒，味苦、酸。归肝经、肾经,活血化瘀，利尿通淋，清热解表。属活血化瘀下属分类的活血调经药。,内服：煎汤，10～15g。外用：适量，捣敷;或研末，吹喉。主治经闭、痛经、月经不调，跌打损伤，风湿关节痛，外感发热，疟疾，痢疾。,http://www.zhongyoo.com//uploads/allimg/1805/1-1P513131625I9.jpg,多年生草本。根细长，土黄色。茎四棱形，有柔毛，节部稍膨大，分枝对生。叶对生;叶片纸质，宽卵状倒卵形或椭圆状长圆形，长1.5～7cm，宽0.4～4cm，先端圆钝，具突尖，基部楔形或圆形，全缘或波浪波状，两面密生粗毛。穗状花序顶生，花疏生;苞片披针形，小苞片刺状，坚硬，光亮，常带紫色，基部两侧各有1个薄膜质翅，全缘，全部贴生在刺部;花被片披针形，花后变硬且锐尖，具1脉;雄蕊长2.5～3.5mm;退化雄蕊先端截状或细圆齿状，有具分枝流苏状长缘毛。胞果卵形。种子卵形，棕色。,孕妇、月经过多者忌用
http://www.zhongyoo.com/name/bichengqie_163.html,荜澄茄,澄茄、毕澄茄、毕茄、山胡椒、味辣子、山苍子、木姜子、臭樟子,Litseae Fructus。,生于向阳山坡、林缘、灌木丛中。分布于江苏、浙江、云南等地。,温，味辛。归脾经、胃经、肾经、膀胱经,温中散寒，行气止痛。属温里药。,用量1.5～3克，内服煎汤。用治胃寒呕逆、脘腹冷痛、寒疝腹痛、寒湿、小便浑浊。,http://www.zhongyoo.com//uploads/allimg/140106/1-1401061042101J.jpg,灌木或小乔木。高3～10米，有强烈香气。树皮灰褐色，小枝绿色。单叶互生，薄纸质，叶片披针形或长椭圆形，叶柄细。雌雄异株，伞形花序式的聚伞花序成束生长于叶腋，先叶开放，总花梗纤细，总苞片4，花4～6朵；花被裂片6，倒卵形；雄花直径约3毫米，雄蕊9枚，内向，3轮，每轮3枚，第3轮雄蕊基部有2腺体，花药4室，瓣裂，中央有退化雌蕊；雌花直径约2毫米，子房卵形，花柱短，柱头头状，有退化雄蕊6～12枚，呈舌状。浆果状核果，近球形，直径4～6毫米，熟时黑色，果梗长3～5毫米，总梗长7～10毫米。种子有脊。花期4～5月，果期7～11月。,阴虚血分有热，发热咳嗽禁用
http://www.zhongyoo.com/name/biba_27.html,荜茇,荜拨、荜拨梨、椹圣、鼠尾,Fructus Piperis Longi,生于热带林下。广西、广东、海南、福建等地有栽培。,辛，性热。归胃经、大肠经,温中散寒、下气止痛。属温里药。,用量1.5～3克，煎服。用治脘腹冷痛、呕吐、泄泻、偏头痛；外治牙痛。荜茇，捣细罗为散，每于食前用清粥饮调下半钱，治痰饮恶心(《圣惠方》)。,http://www.zhongyoo.com//uploads/allimg/130528/1-13052Q0343W15.jpg,多年生草质藤本。茎下部匍匐，枝横卧，有纵棱和沟槽，幼时密被粉状短柔毛。单叶，互生，纸质，叶片卵圆形、卵形或卵状长圆形，长6～12厘米，宽2.5～10厘米，先端短尖或短渐尖，基部心形或耳状，两面叶脉上被极细的粉状短柔毛，下面密而显著，基出脉5～7条；叶柄下部的长达9厘米，中部的长1～2厘米，顶端近无柄，具密柔毛，花单性，雌雄异株，穗状花序与叶对生，无花被；雄蕊总花梗长2～3厘米，被粉状短柔毛，穗长4～6厘米，直径约3毫米，花直径约1.5毫米，苞片1，近圆形，雄蕊2枚，花药椭圆形，2室，花丝短；雌穗总花梗长1.5厘米密被柔毛，穗长1.5～2.5厘米，直径约4毫米，于果期延长，苞片圆形，花的直径不及l毫米，子房上位，倒卵形，1室，下部与花序轴合生，无花柱，柱头3。浆果卵形，先端尖，基部嵌陷于花序轴内与之结合，呈圆形，顶端有脐状突起，成熟时为红褐色。花期7～9月，果期10月至翌年春季。,阴虚火旺者禁服
http://www.zhongyoo.com/name/hulu_5926.html,葫芦,壶卢、匏瓜、甜瓠、腰舟、葫芦瓜,Pericarpium Lagenariae,在全国各地有栽培。,平，味甘、淡。归肺经、脾经、肾经,利水，消肿，通淋，散结。属利水渗湿药下属分类的利水消肿药。,煎汤内服，用量9～30克；或煅存性研末。主治水肿，腹水，黄疸，淋病，痈肿。,http://www.zhongyoo.com//uploads/allimg/160310/1-160616214913Z6.jpg,1.葫芦：一年生攀援草本。茎、枝具沟纹，被黏质长柔毛，老后渐脱落。叶柄纤细，长16～20厘米，被毛;叶片卵状心形或肾状卵形，长、宽10～35厘米，不分裂或3～5裂，具5～7掌状脉，先端锐尖，边缘有不规则的齿，基部心形。卷须纤细，初时有微柔毛，上部分2歧。雌雄同株，雌、雄花均单生。雄花：花梗细，比叶柄稍长，花梗、花萼、花冠均被微柔毛，花萼筒漏斗状，长约2厘米，裂片披针形，长5毫米，花冠白色，裂片皱被状，长3～4厘米，宽2～3厘米，先端微缺而顶端有小尖头，5脉;雄蕊3，花丝长3～4毫米，花药长8～10毫米，长圆形、药室折曲。雌花花梗比叶柄稍短或近等长;花萼和花冠似雄花;花萼筒长2～3毫米;子房中间缢缩，密生黏质长柔毛，花柱粗短，柱头3，膨大，2裂。果实初为绿色，后变白色至带黄色，成熟后果皮变木质。种子白色，倒卵形或三角形，先端截形或2齿裂，稀圆，长约20毫米。花期7～8月，果期8～9月。,脾胃虚寒者禁服
http://www.zhongyoo.com/name/huluba_2007.html,胡芦巴,葫芦巴、苦豆、胡巴、季豆、香豆子、芦巴子、芦芭,Semen Trigonellae。,多为栽培植物。喜生于温和气候，耐干旱，肥沃和排水良好的土壤中。分布于黑龙江、吉林、辽宁、河北、河南、安徽、浙江、湖北、广东、广西、陕西、甘肃、新疆、四川、贵州、云南等省区。,温，味苦。归肾经,温肾，祛寒，止痛。属补虚药下属分类的补阳药。,用量4.5～9克，水煎服，或入丸、散。用治肾脏虚冷，小腹冷痛，小肠疝气，寒湿脚气。,http://www.zhongyoo.com//uploads/allimg/140915/1-140915112130H8.jpg,一年生草本，高40～80厘米，全株有香气。茎直立，中空，多丛生，被疏毛。叶互生，三出羽状复叶，具柄，托叶与叶柄相连合，宽三角形，先端急尖，全缘，小叶3，小叶柄短，长不及1毫米，小叶片长卵形或卵状披针形，长1～3.5厘米，宽0.5～1.5厘米，先端钝圆，基部楔形，上部边缘有锯齿，下部全缘，两面均生疏柔毛。花1～2朵生于叶腋，无梗，淡黄白色或白色，花萼筒状，长约7毫米，有白色柔毛，萼齿披针形，花冠蝶形，基部稍带堇色，长1.3～1.8厘米，旗瓣长圆形，翼瓣狭长圆形，龙骨瓣长方倒卵形，雄蕊10，不等长，9枚合生成束，1枚分离，子房线形，花柱不明显，柱头小，向一侧稍弯，荚果条状圆筒形，长5.5～11厘米，直径约0.5厘米，先端成尾状，直伸或稍弯，被疏柔毛，具明显的纵网脉，种子10～20，长圆形，黄棕色。花期4～7月，果期7～9月。,阴虚火旺或有湿热者禁服
http://www.zhongyoo.com/name/hujiao_70.html,胡椒,玉椒、味履支、浮椒,Piperis Fructus,生长于荫蔽的树林中。分布于热带、亚热带地区；我国海南、广西、福建、台湾、云南有栽培。,热，味辛，有毒性。归大肠经、胃经,温中散寒、下气、消痰。属温里药，,用量0.1～0.5克，煎服，或研粉吞服。外用适量。用治胃寒呕吐、腹痛泻泄、食欲不振、癫痫痰多。胡椒酒服之，亦宜汤服。治五脏风冷、冷气心腹痛、吐清水(《食疗本草》)。,http://www.zhongyoo.com//uploads/allimg/131127/1-13112G05244Z0.jpg,攀援状木质藤本。多节，节部略膨大，生有不定根。单叶，互生，革质；叶片阔卵形、卵状长圆形、椭圆形，稀近圆形，先端短渐尖，基部圆形或浅心形，稍偏斜，全缘，上面深绿色，下面苍绿色，基出脉5～7；叶鞘延长，常为叶柄之半。花单性，雌雄异株或杂性，穗状花序侧生于茎节上与叶对生，苞片呈盾状长圆形，浅杯状腹面狭长处与花序轴合生，边缘处分离，通具侧生的小苞片；无花被，雄蕊2枚，花药肾形，2室，花丝短；子房上位，近球形，1室，无花柱，柱头3～5裂，有毛。浆果球形，无柄，排列紧密，果穗圆柱状，幼时绿色，成熟时红色。种子小。花期4～10月，果期10月至次年4月。,不可多食，孕妇慎服，阴虚有火者忌服
http://www.zhongyoo.com/name/shidi_2019.html,柿蒂,柿钱、柿丁、柿子把、柿萼,Kaki Calyx,全国各地有栽培。,平，味苦、涩。归胃经,降逆止呃，下气。属理气药。,5～10克，煎服，或入散剂。用治呃逆、噫气、反胃。,http://www.zhongyoo.com//uploads/allimg/140918/1-14091Q5104X94.jpg,落叶乔木。株高达20米，枝粗壮，具褐色或黄褐色毛，后脱落。叶卵状椭圆形、倒卵状椭圆形或长圆形，长6～8厘米，宽2～9厘米，先端尖，基部宽楔开或近圆形，上面绿色，下面淡绿色，沿叶脉常有毛，叶柄长1～1.5厘米。雄花序多由1～3朵花组成，雌花及两性花单生，花萼4裂，果熟时增大，花冠黄白色，4裂，有毛，雌花有退化雄蕊8枚，子房上位。浆果，卵球形或扁球形，直径3～8厘米，橘黄色或黄色。花期5～6月，果期9～10月。,尚不明确
http://www.zhongyoo.com/name/juqizi_660.html,枸杞子,西枸杞、中宁枸杞、山枸杞、杞红实、甜菜子,Lycii Fructus。,野生和栽培均有。分布于河北、内蒙古、陕西等地。,平，味甘。归肝经、肾经,滋补肝肾、益精明目。属补虚药下属分类的补阴药。,用量6～12克，水煎服；或入丸、散、膏、酒剂。用治虚劳精亏、腰膝酸痛、眩晕耳鸣、内热消渴、血虚萎黄、目昏不明。,http://www.zhongyoo.com//uploads/allimg/140227/1-14022G02013109.jpg,灌木。主茎粗壮，先端通常弯曲下垂，外皮淡灰黄色。叶互生或数片簇生于短枝上；叶片卵状披针形，全缘。花腋生，常单一或2～6朵簇生于短枝上；花萼钟状，先端多2～3裂，花冠漏斗状，先端5裂，粉红色或淡紫色，具暗紫色脉纹，边缘有疏纤毛；雌蕊5枚，外露。浆果椭圆形，红色。种子多数。花期6～9月，果期7～10月。,外感实热、脾虚泄泻者慎服
http://www.zhongyoo.com/name/zhizi_904.html,栀子,黄栀子、山栀子、大红栀、越桃,Fructus Gardeniae。,生于山坡杂林中。主产于湖南、江西、浙江、福建等地。,寒，味苦。归心经、肺经、三焦经,泻火除烦、清热利尿、凉血解毒；外用消肿止痛。属清热药分类下的清热泻火药。,用量6～10克，煎服；或入丸、散。外用；适量，研末掺或调敷。用治温病热郁心胸，心烦、郁闷、躁扰不宁、睡眠不安；肝胆湿热郁结、黄疸、发热、小便短赤；血热妄行之吐血、衄血、尿血、跌打损伤、烫伤、烧伤等。,http://www.zhongyoo.com//uploads/allimg/131024/1-131024115545Q2.jpg,常绿灌木。叶对生或三叶轮生，革质；叶片长椭圆形或长圆状披针形，全缘；托叶鞘状，膜质。花单生于枝顶；萼管倒圆锥形；花瓣呈旋转形排列，花开时呈高脚杯状或碟状；雄蕊与花冠裂片同数；子房1室。蒴果肉质，卵形，黄色，有翅状纵棱5～8条；种子多数。花期5～7月，果期8～11月。,本品苦寒，不宜久服，凡脾胃虚寒便汤者慎服
http://www.zhongyoo.com/name/dabogu_12312.html,大驳骨,大接骨草，偏肿鸭嘴花，黑叶爵床，大接骨，救命王，大还魂,Malalanut Tweig and Leaf。,多生于山地、水边、坡地、路旁灌木丛或林下湿润地，常为栽培绿篱。分布于广东、广西等华南各省区。,平，味辛、苦。归肝经、脾经,活血止痛，化瘀接骨，祛风除湿，消肿解毒。属活血化瘀药下属分类的活血疗伤药。,内服：煎汤，9～15g；或泡酒。外用：适量，捣敷;或研末撒。主治跌打伤肿，骨折，劳伤腰痛，风湿痹痛，胃气痛，无名肿毒，外伤红肿。,http://www.zhongyoo.com//uploads/allimg/1805/1-1P51314593M11.jpg,常绿灌木。茎直立，圆柱形;新枝绿色，老枝灰黄色，节间显著膨大呈膝状，叶对生;叶片近革质;椭圆形，长10～15cm，宽4.5～6cm，先端钝，基部尖窄，全缘。穗状花序顶生，有多数宽卵形的苞片，内有3～4花;小苞片极小;萼片5;花冠二唇形，花白色而有红色斑点， 上唇2裂，下唇较大，3浅裂，中裂较宽;雄蕊2，着生于花冠喉部，花柱线形，2浅裂，蒴果卵形或椭圆形，有毛。,孕妇慎服
http://www.zhongyoo.com/name/sigualuo_880.html,丝瓜络,水瓜络、天萝筋、丝瓜网、丝瓜瓤、丝瓜布、天罗线、丝瓜筋、千层楼,"Towel Gourd Vegetable Sponge, Vegetable Sponge of Luffa。",我国各地均有栽培。主产于浙江、江苏、福建等地。浙江慈溪所产质量最佳。,平，味甘。归肺经、胃经、肝经,活血、通络、祛风。属活血化瘀药下分类的活血止痛药。,用量3～12克。用治各种原因引起的气血瘀滞、脉络不通的胸胁疼痛、腹痛、腰痛、睾丸疼痛、妇人经痛、乳汁不通等；肺热咳嗽、痔瘘、崩漏等。,http://www.zhongyoo.com//uploads/allimg/130923/1-130923152443217.jpg,一年生攀援草本。幼时全株密被柔毛，老时近于无毛。茎圆形，常有角棱，幼茎绿色，被稀疏柔毛。叶互生，叶柄多角形，具柔毛；叶片圆心形，掌状3～7裂，裂片常呈三角形，边缘具细齿，上面深绿色，下面淡绿色，幼时具有刺毛，老时粗糙无毛。花单性，雌雄同株；雌花单生，具柄；雄花为总状花序，花萼5，深裂，裂片绿色，卵状披针形，外面被细柔毛；花冠黄色、淡黄色，呈5深裂，裂片阔倒卵形，边缘波状；雄蕊3～5，花药2室，多弯曲似“S”形，花丝分离。瓠果常下垂，长圆柱形，有绿色纵纹；种子卵形，黑色，边缘有翅。花期5～7月，果期6~9月。,脾胃虚寒者少用丝瓜络
