链接,名字,组成,用法,功效,主治
http://www.zhongyoo.com/fangji/ems_12724.html,二妙散,组成黄柏、苍术(各15克)。,用法上药各等分，研为末，每服6克，水煎，入生姜汁服，亦可用饮片作汤剂水煎服。丸剂，每服6～9克，每日服2次。,清热燥湿。,湿热下注，筋骨疼痛，两足痿软无力，或足膝红肿热痛，或湿热带下；或下部湿疮，湿疹，小便短黄，舌苔黄腻。
http://www.zhongyoo.com/fangji/dgbmkcw_12723.html,当归贝母苦参丸,组成当归、贝母、苦参各四两(各120克)。,用法上药共为末，炼蜜为丸，如小豆大。每服3～10丸，每日2次，米汤送服。亦可改用饮片作汤剂水煎服，各药用量按常规剂量。,养血润燥，清热除湿。,妊娠小便难，舌红苔黄，脉滑数。
http://www.zhongyoo.com/fangji/xlhzw_7541.html,香连化滞丸,组成青皮、陈皮、厚朴、枳实、黄芩、黄连、当归、白芍、滑石、木香、甘草、槟榔。,用法上药各等分，研细末，水泛为丸，每服6～9克，每日2次，温开水送下。亦可用饮片作汤剂水煎服，各药用量按常规剂量酌定。,理气化滞，清热燥湿。,湿热壅滞，气机不畅，腹痛泄泻，下痢赤白，稠黏臭秽，里急后重，发热口苦，肛门灼热，心烦口渴，小便短赤，肠鸣腹胀，呕恶不舒，胃纳减退，胃脘疼痛，大便不畅，甚或便秘，消化不良，痰湿壅阻，胁肋疼痛，暖气脘闷，饮食停滞，胸中烦热痞闷，脏毒便血，舌苔黄腻，脉滑数。
http://www.zhongyoo.com/fangji/gghqhlt_12722.html,葛根黄芩黄连汤,组成葛根半斤(15克)、甘草二两(6克)、黄芩三两(9克)、黄连三两(9克)。,用法先煮葛根，后纳诸药，水煎服。,解表清热，止泻痢。,外感表证未解而热邪入里，身热下利，胸脘烦热，口干作渴，或喘而汗出，苔黄，脉数。
http://www.zhongyoo.com/fangji/zzbpt_12721.html,栀子柏皮汤,组成栀子十五个(15克)、炙甘草一两(9克)、黄柏二两(15克)。,用法水煎服。,清热利湿退黄。,伤寒黄疸发热，小便黄赤，舌红苔黄，脉滑数。
http://www.zhongyoo.com/fangji/yhp_12720.html,银黄片,组成金银花提取物、黄芩苷，两药比例为5：4，制成片剂。,用法每次服2片，每日3～4次，温开水送服。也可用金银花、黄芩饮片作汤剂水煎服，以汤剂常规剂量为准。,清热解毒。,感冒发热，咽痛，鼻流黄稠涕，以及疮疖、脓肿，舌红苔黄，脉浮数。
http://www.zhongyoo.com/fangji/qwbdy_12718.html,清瘟败毒饮,组成生石膏(大剂六到八两(180～240克)，中剂二至四两(60～120克)，小剂八钱至一两二钱(24～36克))，生地黄(大剂六钱至一两(18～30克)，中剂三至五钱(9～15克)，小剂二至四钱(6～12克))，黄连(大剂四至六钱(12～18克)，中剂二至四钱(6～12克)，小剂一钱至一钱半(3～4.5克))，栀子三钱(9克)，桔梗一钱半(4.5克)，黄芩三钱(9克)，知母三钱(9克)，赤芍三钱(9克)，玄参三钱(9克)，连翘三钱(9克)，竹叶二钱(6克)，甘草一钱半(4.5克)，丹皮三钱(9克)。,用法“六脉沉细而数，即用大剂；沉而数者用中剂；浮大而数用小剂”。先煎石膏数十沸，后下诸药。犀角可用水牛角代替。,清热解毒，凉血泻火。,温热疫毒，气血两燔，症见大热烦躁，渴欲干呕，头痛如劈，昏狂谵语，或发斑吐衄，舌绎唇焦，脉沉细而数，或沉数，或浮大而数。
http://www.zhongyoo.com/fangji/hbt_12717.html,化斑汤,组成石膏一两(30克)、知母四钱(12克)、廿草三钱(4.5克)、玄参三钱(9克)、犀角二钱(3克)、白粳米一合(15克)。,用法水煎服。犀角以水牛角代替。,清热解毒，凉血养阴。,太阴温病，不可发汗，发汗而汗不出，反发斑疹，或高热，口渴，发斑，谵语，舌绛，脉数等症。
http://www.zhongyoo.com/fangji/sxd_12716.html,神犀丹,组成犀角六两(180克)、生地黄一斤(500克)、香豉八两(240克)、连翘十两(300克)、黄芩六两(180克)、板蓝根九两(240克)、金银花一斤(500克)、元参七两(210克)、花粉四两(120克)、石菖蒲六两(180克)、紫草四两(120克)。,用法上药共研细末，制成丸，每丸重9克。每服1～2丸，每日1～2次，小儿酌减。亦可用饮片作汤剂水煎服，各药用量须酌减至汤剂常规剂量。,清热解毒，凉血开窍。,温热暑疫，邪入营血，热深毒重，耗液伤阴，症见高热不退，痉厥神昏，谵语发狂，斑疹色紫，口糜咽烂，目赤烦躁，舌质紫绛等症。
http://www.zhongyoo.com/fangji/zyt_12715.html,竹叶汤,组成竹叶一把(20克)，葛根三两(9克)，防风、桔梗、桂枝、人参、甘草各一两(各3克)，炮附子一枚(6克)，大枣十五枚，生姜五两(15克)。,用法上十味，以水一斗(1升)，煮取二升半(300毫升)，分温三服，温复使汗出。,温阳益气，疏风解表。,治产后中风，发热面赤，喘而头痛。
http://www.zhongyoo.com/fangji/swhqt_12707.html,三物黄芩汤,组成黄芩、苦参各二两(各60克)，干地黄四两(120克)。,用法上药研为粗末，水煎服。亦可用于作汤剂煎服，各药用量按原方比例减至常用剂量。,滋阴清热祛风。,产后受风，四肢烦热，头不痛者。
http://www.zhongyoo.com/fangji/qly_12704.html,清络饮,组成鲜荷叶边二钱(6克)、鲜金银花二钱(6克)、西瓜翠衣二钱(6克)、鲜扁豆花一枝(6克)、丝瓜皮二钱(6克)、鲜竹叶心二钱(6克)。,用法水煎服。,解暑清肺。,暑热伤肺之轻症，或暑温病经发汗后，余邪未清，症见身热口褐，头目不清，昏眩微胀，舌淡红，苔薄白。
http://www.zhongyoo.com/fangji/qkg_12706.html,清空膏,组成川芎五钱(15克)，柴胡七钱(20克)，黄连、防风、羌活各两(各30克)，炙甘草一两五钱(45克)，黄芩三两(90克)。,用法上药共研为末，每服4克，放于盏内，加入茶汁少许调如膏，临卧用开水送下；也可改用饮片作汤剂水煎服，各药用量按常规剂量酌定。,清热祛风。,偏正头痛，年深不愈，风湿热上壅损目，脑痛不止等症。
http://www.zhongyoo.com/fangji/lflyt_12705.html,连附六一汤,组成黄连六钱(18克)、附子一钱(3克)、生姜两片、红枣五枚。,用法水煎服。,清里热，祛虚寒。,里热羁留不去，虚寒内生，症见胃脘疼痛、呕吐、泄泻反复发作不愈，或小儿感冒咳嗽、气喘久治不效。
http://www.zhongyoo.com/fangji/qldsf_12703.html,清凉涤暑法,组成滑石、连翘、茯苓各三钱(9克)，生甘草八分(2.4克)，青蒿一钱半(4.5克)，白扁豆、通草各一钱(各3克)，西瓜翠衣一片。,用法水煎服。,清暑利湿泄热。,暑温，暑热，暑泻，秋暑等症。
http://www.zhongyoo.com/fangji/zysgt_12702.html,竹叶石膏汤,组成竹叶二把(9克)、石膏一斤(30克)、半夏半升(3克)、人参三两(15克)、甘草二两(10克)、粳米半升、麦门冬一升。,用法水煎至米熟汤成，去滓温服。,清热生津、益气和胃。,热病之后，余热未清，气阴两伤，口干唇燥，泛恶纳杲，舌质光红，少苔，脉细数；或胃阴不足，胃火上逆，口舌糜烂，舌质红绛而干，口渴，呕恶；或消渴病，胃火炽盛，消谷善饥；或暑热烦渴，气液受伤。
http://www.zhongyoo.com/fangji/zzct_12694.html,栀子豉汤,组成栀子十四个(9克)、香豉四合(6克)。,用法先煮栀子，后纳豆豉，去滓，分为二服，温进一服，得吐者，止后服。,清宣郁热，除烦止躁。,外感热病气分轻症，表邪已罢，虚烦不得眠，甚者反复颠倒，心中懊侬，胸脘痞闷，饥不能食，舌苔薄黄腻，脉数。
http://www.zhongyoo.com/fangji/sgt_12693.html,石膏汤,组成生石膏二两(30克)、黄连二两(3克)、黄柏二两(9克)、黄芩二两(9克)、香豉一升(9克)、麻黄三两(9克)。,用法水煎服。,解表除烦，清热解毒。,伤寒表证未解，里热已炽，壮热无汗，沉重拘挛，面红目赤，烦躁不眠，神昏谵语，脉滑。
http://www.zhongyoo.com/fangji/djhw_12684.html,大金花丸,组成黄连、黄芩、黄柏、栀子、生大黄。,用法上药各等分，研细末，水泛为丸。每服9克，每日2次。亦可用于煎剂，各药用量按常规剂量。,清热泻火。,中外诸热，淋秘溺血，嗽血衄血，头痛骨蒸，肺痿，或疔、疮、疖、痈等。
http://www.zhongyoo.com/fangji/bhjrct_12683.html,白虎加人参汤,组成知母六两(9克)、石膏一斤(30克)、甘草二两(3克)、粳米六合(15克)、人参三两(10克)。,用法水煎成米熟汤成，去滓温服。,清热，益气，生津。,阳明热证气津两伤，大热，大汗，烦渴，脉大无力；以及暑病发热，津气两伤，症见汗出背微恶寒，身热而渴等。
http://www.zhongyoo.com/fangji/gzjdht_12682.html,桂枝加大黄汤,组成桂枝三两(9克)、白芍药六两(12克)、生姜三两(9克)、大黄二两(6克)、大枣十二枚(3枚)、甘草二两(6克)。,用法水煎服。,益脾和中，缓急止痛，佐以泻实。,太阳病误下伤中，脾虚积滞之腹痛较甚且不缓解，拒按，或伴便秘或便滞不爽，脉浮大或浮迟，苔白厚或淡黄厚。
http://www.zhongyoo.com/fangji/xxmt_12681.html,小续命汤,组成麻黄、防己、人参、黄芩、桂心、甘草、芍药、川芎、杏仁各一两(各9克)，附子一枚(6克)，防风一两半(9克)，生姜五两(6克)。,用法水煎服。,祛风散寒，益气温阳。,卒中风，症见不省人事，口眼歪斜，半身不遂，语言謇涩；亦治风湿痹痛。
http://www.zhongyoo.com/fangji/zzs_12680.html,再造散,组成黄芪(6克)、人参(3克)、桂枝(3克)、甘草(3克)、熟附子(3克)、细辛(2克)、羌活(3克)、防风(3克)、川芎(3克)、煨生姜(3克)。,用法上药各等分，研细末。每用15克，加大枣2枚，或再加芍药一撮，水煎服。原书未著用量。现作汤剂，加大枣2枚、芍药3克，水煎服。,助阳益气，解表散寒。,阳气虚弱，外感风寒，症见恶寒发热，热轻寒重，无汗肢冷，倦怠嗜卧，面色苍白，语气低微，舌淡苔白，脉沉无力，或浮大无力。
http://www.zhongyoo.com/fangji/csy_12679.html,参苏饮,组成人参、紫苏叶、干葛、半夏、前胡、茯苓各三分(各6克)，枳壳、桔梗、木香、陈皮、甘草各半两(各4克)。,用法加生姜七片，大枣一枚，水煎服。,益气解表，理气化痰。,气虚外感风寒，内有痰湿证，症见恶寒发热，无汗，头痛，鼻塞，流涕，咳嗽痰白，胸脘满闷，倦怠无力，气短懒言，苔白脉弱。
http://www.zhongyoo.com/fangji/xdfbt_12670.html,宣毒发表汤,组成升麻(3克)、葛根(3克)、牛蒡子(5克)、连翘(5克)、前胡(5克)、杏仁(6克)、木通(3克)、竹叶(2克)、防风(3克)、荆芥(3克)、桔梗(3克)、薄荷(3克)、甘草(2克)。,用法原书未著用量。水煎服。,透疹解毒，宣肺清热。,麻疹初起，欲出不出，身热无汗，咳嗽咽痛，烦躁口渴，尿赤，舌苔薄白，脉浮数。
http://www.zhongyoo.com/fangji/zylbt_12669.html,竹叶柳蒡汤,组成西河柳五钱(15克)、荆芥穗钱(3克)、干葛一钱五分(4.5克)、蝉蜕一钱(3克)、薄荷叶一钱(3克)、鼠粘子(牛蒡子)一钱五分(4.5克)、知母一钱(3克)、玄参二钱(6克)、甘草一钱(3克)、麦门冬三钱(9克)、竹叶三十片(3克)，甚者加石膏五钱( 15克)、冬米一撮(6克)。,用法水煎服。,透疹解表，清热生津。,痧疹初起，透发不出，症见喘嗽，鼻塞流涕，恶寒轻，发热重，烦闷躁乱，咽喉肿痛，唇干口渴，苔薄黄而干，脉浮数。
http://www.zhongyoo.com/fangji/smggt_12668.html,升麻葛根汤,组成升麻、白芍、甘草各十两(各6克)，葛根十五两(9克)。,用法上药为粗末，每服9克，水煎服，或作汤剂，水煎服。,解肌透疹。,麻疹初起，症见疹发不出，身热头痛，咳嗽，目赤流泪，口渴，舌红，苔薄白，脉浮数。
http://www.zhongyoo.com/fangji/jhcds_7486.html,菊花茶调散,组成菊花、川芎、荆芥穗、羌活、甘草、白芷各二两(各60克)，细辛一两(30克 )，防风一两半(45克)，僵蚕、蝉蜕、薄荷各五钱(各15克)。,用法上为末，每服6克，茶水调下。也可以用饮片水煎服，各药用量按常规剂量。,疏风止痛、清利头目。,风热上扰头目，症见偏正痛或巅顶痛，头晕目眩，舌红，苔干，脉浮数。
http://www.zhongyoo.com/fangji/qlt_12667.html,羌蓝汤,组成羌活12克、板蓝根30克。,用法水煎服。,祛风解表，清热解毒。,外感发热，怕冷，头痛或肢体酸痛，咽喉肿痛等。
http://www.zhongyoo.com/fangji/xys_12666.html,辛夷散,组成辛夷、细辛、藁本、升麻、川芎、木通、防风、羌活、甘草、白芷各等分。,用法上为细末，每服6克，清茶调服。原书未著剂量，也可改作汤剂煎服，各药用量按常规剂量。,疏散风寒，通利鼻窍。,感受风寒，鼻内壅塞，涕出不畅，不闻香臭，舌淡苔白，脉浮。
http://www.zhongyoo.com/fangji/ces_12665.html,苍耳散,组成辛夷仁半两(15克)、苍耳子二钱半(6克)、香白芷一两(30克)、薄荷叶半钱(1.5克)。,用法上为细末，每服6克，用葱、茶调下。现代常作汤剂水煎服，用量酌减。,祛风通窍。,鼻渊初起，症见鼻塞不闻香臭，流浊涕不止，前额头痛，舌苔薄白或白腻，脉浮。
http://www.zhongyoo.com/fangji/qsjtt_12657.html,清上蠲痛汤,组成当归、川芎、白芷、羌活、防风、苍术、麦门冬、独活各一钱(各3克)，细辛、甘草各三分(各0.3克)，蔓荆子、菊花各五分(各1.5克)，黄芩一钱五分(4.5克)。,用法水煎服。,散风热，止头痛。,一切偏正头痛，舌红，苔干，脉浮弦。
http://www.zhongyoo.com/fangji/spt_12656.html,散偏汤,组成白芍五钱(15克)、川芎一两(30克)、郁李仁一钱(3克)、柴胡一钱(3克)、白芥子三钱(9克)、香附二钱(6克)、甘草一钱(3克) 、白芷五分(1.5克)。,用法水煎服。,疏风止痛。,郁气不宣，又加风邪袭于少阳经，半边头风，或痛在右，或痛在左，时轻时重，遇风寒尤甚，舌淡，苔白，脉浮弦。
http://www.zhongyoo.com/fangji/hshs_12655.html,侯氏黑散,组成菊花四十分(120克)、白术十分(30克)、细辛三分(9克)、茯苓三分(9克)、牡蛎三分(9克)、桔梗八分(24克)、防风十分(30克)、人参三分(9克)、矾石三分(9克)、黄芩五分(15克)、当归三分(9克)、干姜三分(9克)、川芎三分(9克)、桂枝三分(9克)。,用法作散剂，每服3克，每日1次，黄酒送下。亦可用饮片作汤剂，各药用量按常规剂量。,养血补脾，化痰祛风。,风邪直中脏腑，邪在心脾，症见四肢烦重，心中恶寒，胸闷短气，身痒瘾疹，舌淡苔腻，脉弦滑。
http://www.zhongyoo.com/fangji/sjs_12653.html,升降散,组成白僵蚕二钱(6克)、蝉蜕一钱(3克)、大黄四钱(12克)、姜黄三钱(9克)。,用法上药共研细末，和匀。每服10～15克，用黄酒、蜂蜜调匀冷服，每日2次一也可作汤剂，各药用量按原方比例斟酌。,升清降浊，散风清热。,虚温病表里三焦大热，其证不可名状者。症见憎寒壮热，或头痛如破，或烦渴引饮，或咽喉肿痛，或身面红肿，或斑疹杂出，或胸膈胀闷，或上吐下泻，或吐衄便血，或神昏谵语，或舌卷囊缩。
http://www.zhongyoo.com/fangji/gzjlgmlt_12652.html,桂枝加龙骨牡蛎汤,组成桂枝、芍药、生姜各三两(各9克)，甘草二两(6克)，大枣十二枚(3枚)，牡蛎、龙骨各三两(各9克)。,用法水煎服。,调和营卫，滋阴和阳，镇纳固摄。,虚劳心悸，易惊，汗多，男子失精，女子梦交或遗溺，舌质淡润，脉虚大或芤迟。
