链接,药名,处方,功能主治,用法用量,图片
http://www.zhongyoo.com/zhongchengyao/gld_7952.html,桂灵丹,麻黄、罂粟壳、苦杏仁、核桃仁、五味子、豆蔻,功效与主治】收敛肺气，止咳定喘。用于肾虚哮喘、肺虚久咳。,用法与用量】口服，每次1丸，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009203412N7.jpg
http://www.zhongyoo.com/zhongchengyao/jgbwkl_7961.html,桔梗八味颗粒,】桔梗、沙棘、紫草、拳参、绵马贯众、枇杷叶、甘草、琐琐葡萄,功效与主治】清热，止咳，化痰。用于肺热咳嗽、多痰，预防和治疗小儿麻蟛及流感。,用法与用量】每次服1袋，每日2～3次，州开水冲服，小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009202S4234.jpg
http://www.zhongyoo.com/zhongchengyao/bmzkkl_7123.html,百梅止咳颗粒,百部、陈皮、片草、岗梅、枇杷叶、薄荷油、东风橘、桑白皮、氯化铵,功效与主治】祛痰止咳。用于伤风咳嗽、咳嗽痰多者。,用法与用量】开水冲服，每次10g，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H20RBM.jpg
http://www.zhongyoo.com/zhongchengyao/zbsbjn_7127.html,至宝三鞭胶囊,】鹿鞭、海狗鞭、广狗鞭、海马、鹿茸、蛤蚧、人参、何首乌(制)、阳起石、补骨脂(盐炒)、巴戟天(去筋)、沉香、山茱萸(酒蒸)、肉桂、小茴香(盐炒)、地黄、熟地黄、芡实、菟丝子(酒蒸)、蛇床子、覆盆子、石菖蒲、枸杞子、知母、白芍(酒炒)、杜仲(炭)、甘草、山、泽泻、牛膝、狗脊(炒)、远志、肉苁蓉、茯苓、白术、牡丹皮、当归(酒炒)、黄芪、淫羊藿(羊油炙)、甘松、花椒(炒)、龙骨、桑螵蛸(盐炒),功效与主治】补血生精，健脑补肾。用于体质虚弱、腰背酸痛、肾亏遗精等症。,用法与用量】口服，每次2粒，每口2次。早饭前和临睡前温开水送服。8、按照用法用量服用，年老体虚者应在医师指导下服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100H2120D10.jpg
http://www.zhongyoo.com/zhongchengyao/xzljn_7193.html,血脂灵胶囊,泽泻、何首乌(制)、决明子、山楂,功效与主治】化浊降脂，润肠通便。用于痰浊阻滞型高脂血症，症见头昏胸闷、大便干燥。,用法与用量】口服，每次4～5粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q1322V18.jpg
http://www.zhongyoo.com/zhongchengyao/zgsjjn_7205.html,壮骨伸筋胶囊,淫羊藿、熟地黄、鹿衔草、骨碎补(炙)、肉苁蓉、鸡血藤、红参、狗骨、茯苓、威灵草、稀莶草、葛根、延胡索(醋制)、山楂、洋金花,功效与主治】补益肝肾，强筋壮骨，活络止痛。用于肝肾两虚，寒湿阻络所致的神经根型颈椎病。,用法与用量】口服，每次6粒，每日3次，4周为1个疗程;或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q5033B51.jpg
http://www.zhongyoo.com/zhongchengyao/azp_7239.html,安中片,桂枝、延胡索(醋制)、牡蛎(煅)、小茴香、砂仁、高良姜、甘草,功效与主治】温中散寒，理气止痛，和胃止呕。主治用于阳虚胃寒所致的胃痛，症见胃痛绵绵、畏寒喜暖、泛吐清水、神疲肢冷;慢性胃炎、胃及十二指肠溃疡见上述证候者。,用法与用量】口服，每次2～3片，儿童每次1～1.5片，每日3次，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q50Z4452.jpg
http://www.zhongyoo.com/zhongchengyao/fjcj_7302.html,妇洁搽剂,】烈香杜鹃油、猪毛蒿汕、酱参、甘油、乙醇、聚山梨酯,功效与主治】解毒杀虫，除湿止痒。用于湿热下注所致的白带量多、阴痒;霉菌性阴道炎、霉菌性外阴炎见有上述证候者。,用法与用量】外用，外阴炎。清洁患处，将药液涂擦患处;霉菌性阴道炎：清洁阴道，用喷管将药液适量喷入阴道，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q60K5947.jpg
http://www.zhongyoo.com/zhongchengyao/hhryw_7312.html,红花如意丸,】红花、藏红花、鬼臼(桃儿七)、诃子，藏茜草、肉桂、巴夏嘎、藏木香、芫荽果、降香、朱砂、熊胆、藏紫草、光明盐、喜马拉雅紫茉莉、榜嘎、胡椒、花蛇肉(去毒)、矮紫堇、余甘子、沙棘膏、硇砂、紫草茸、构杞子、沉香、火硝,功效与主治】祛风镇痛，调经血，祛斑。用于妇女血证、风证、阴道炎、官颈糜烂、心烦血虚、月经不调、痛经、下肢关节疼痛、筋骨肿胀、晨僵、麻木、小腹冷痛及寒湿性痹证。,用法与用量】口服，每次1～2g，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q60415F3.jpg
http://www.zhongyoo.com/zhongchengyao/ksfcp_7346.html,抗衰复春片,】红参、鹿茸、五味子、丹参、何首乌、续断、肉苁蓉(制)、羊肾(炙)、地黄、三七、淫羊藿(炙)、茵陈、山楂(炒)、麦芽(炒)、六神曲(炒)、巴戟天、泽泻、灵芝、当归、青皮、玄参,功效与主治】补肾，滋阴养血。用于肾虚劳损之腰膝酸软、四肢无力、神情倦怠、血虚眩晕。,用法与用量】口服，每次6片，每日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100QA22V07.jpg
http://www.zhongyoo.com/zhongchengyao/xszsw_7549.html,香砂枳术丸,木香、枳实(麸炒)、砂仁、白术(麸炒),功效与主治】健脾开胃，行气消胀。用于脘膜胀闷、食欲不振、大便不畅。,用法与用量】口服，每次1袋，每日2次。注意事项】忌食生冷、油腻食物。舌红无苔、口干咽燥等阴虚者忌服。按照用法用量服用，小儿及年老体虚者应在医师指导下服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100R10545c8.jpg
http://www.zhongyoo.com/zhongchengyao/ffsyxccp_7566.html,复方三叶香茶菜片,】三叶香茶菜、黄根、三七,功效与主治】清热利湿，活血化瘀。用于肝胆湿热所引起的胁痛、纳差、呕吐、恶心、腹胀、身重、倦怠、黄疸等症(急慢性肝炎和乙肝病毒携带者)。,用法与用量】口服，每次4片，每日3次，饭后服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100R11555R8.jpg
http://www.zhongyoo.com/zhongchengyao/fftjpnj_7567.html,复方土荆皮凝胶,】土荆皮酊10%、苯甲酸、水杨酸,功效与主治】主要用于抑制表皮霉菌及止痒，用于手癣、脚癣、体癣等。亦可用于治疗灰指甲及局部神经性皮炎。,用法与用量】外用。涂于患处，每日1～2次，用药持续1～2周。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100R1152c30.jpg
http://www.zhongyoo.com/zhongchengyao/kspbtj_7511.html,咳嗽枇杷糖浆,枇杷叶、百部、苦杏仁、桔梗、甘草、薄荷脑、麻黄、车前子,无,用法与用量】口服，每次15ml，每日3～4次，小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100R04I0550.jpg
http://www.zhongyoo.com/zhongchengyao/gljn_7514.html,骨力胶囊,淫羊藿、狗脊、威灵仙、木瓜、牛膝、姜黄、补骨脂、党参、葛根,功效与主治】强筋骨，祛风湿，活血化瘀，通络定痛。用于风寒湿痹之腰腿酸痛、肢体麻木、骨质疏松等症。,用法与用量】口服，每次3粒，每日3次;或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100R04619200.jpg
http://www.zhongyoo.com/zhongchengyao/ffmsbkl_7709.html,复方满山白颗粒,】满山白、盐肤木、肿节风、薄荷脑,功效与主治】镇咳，祛痰，平喘，消炎；用于气管炎、支气管炎、哮喘、慢性支气管炎。,用法与用量】开水冲服，每次10g，每日3次小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100912031H59.jpg
http://www.zhongyoo.com/zhongchengyao/ffbyg_7710.html,复方鼻炎膏,穿心莲、鹅不食草、薄荷油、桉油、盐酸麻黄碱、盐酸苯海拉明,功效与主治】消炎，通窍。用于过敏性鼻炎，急、慢性鼻炎及鼻窦炎。,用法与用量】将软膏尖端插入鼻腔挤入油膏，每日3次，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009120302941.jpg
http://www.zhongyoo.com/zhongchengyao/clw_7222.html,产灵丸,人参、白术、当归、川芎、苍术、何首乌、荆芥穗、防风、麻黄、川乌、草乌、白芷、细辛、八角茴香、木香、两头尖、桔梗、血竭、甘草,功效与主治】益气养血，散风止痛。用于产后气血虚弱，感受风寒引起的周身疼痛、头目眩晕、恶心呕吐、四肢浮肿。,用法与用量】口服，小蜜丸每次20～40粒，大蜜丸每次1～2丸，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q50534Y7.jpg
http://www.zhongyoo.com/zhongchengyao/ygmmp_7227.html,羊肝明目片,当归(酒制)、夜明砂、羊肝粉、蝉蜕、木贼、淀粉、硬脂酸镁,功效与主治】养血祛风，散热退翳。用于黑眼云翳、干眼夜盲、迎风流泪。,用法与用量】口服，每次4片，每日2次;或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q52040S5.jpg
http://www.zhongyoo.com/zhongchengyao/gjztg_7229.html,关节止痛膏,麝香、樟脑、辣椒流浸膏、颠茄流缦膏、水杨酸甲酯、盐酸苯海拉明,功效与主治】祛风胜湿，活血止痛。用于风湿性关节炎及风寒引起的其他疼痛。,用法与用量】贴患处。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q513293a.jpg
http://www.zhongyoo.com/zhongchengyao/dzsmjn_7233.html,灯盏生脉胶囊,灯盏细辛、人参、五味子、麦冬,功效与主治】益气养阴，活血健脑。用于气朋两虚、瘀阻脑络引起的胸痹心痛，中风后遗症，症见痴呆、健忘、手足麻木症，冠心病心绞痛，缺血性心脑血管疾病，高脂血症见上述证候者。,用法与用量】口服，每次2粒，每日3次。2个月为1个疗程，疗程可连续。巩固疗效或预防复发，每次1粒，每日3次。饭后30分钟服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q5150c28.jpg
http://www.zhongyoo.com/zhongchengyao/anw_7256.html,安脑丸,】人工牛黄、猪胆汁粉、朱砂、冰片、水牛角浓缩粉、珍珠、黄芩、黄连、栀子、雄黄、郁金、石膏、赭石、珍珠母、薄荷脑,功效与主治】清热解毒，醒脑安神，豁痰开窍，镇惊熄风。治疗高热神昏、头痛眩晕、中风窍闭、抽搐痉厥、烦躁谵语，对于高血压及一切急性炎症伴有高热不退、神志昏迷者均有显效。,用法与用量】口服，1～2丸，每日2次，或遵医嘱，小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q54923424.jpg
http://www.zhongyoo.com/zhongchengyao/fknkw_7297.html,妇科宁坤丸,益母草、术香、川芎、熟地黄、甘草(炙)、陈皮、白芍(酒制)、沉香、黄芩(炒)、香附(醋)、砂仁、紫苏叶、茯苓、当归、川牛膝、地黄、党参、阿胶、白术、柏子仁、琥珀、乌,功效与主治】调经养血，理气止痛。用于月经不调、崩漏带下、胸脘胀满、腰腹疼痛。,用法与用量】口服，每次1丸，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q55SWZ.jpg
http://www.zhongyoo.com/zhongchengyao/fkbdp_7296.html,妇科白带片,白术(炒)、荆芥、柴胡、白芍(炒)、苍术、党参、山、陈皮、甘草、车前子(炒),功效与主治】健脾舒肝，除湿止带。用于脾虚湿盛、白带连绵、腰腿酸痛。,用法与用量】口服，每次4～5片，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q55Z05B.jpg
http://www.zhongyoo.com/zhongchengyao/hhxyjn_7315.html,红花逍遥胶囊,】竹叶、柴胡、白芍、当归、白术、茯苓、薄荷、甘草、皂角刺、红花,功效与主治】舒肝理气，活血。用于肝气不舒所致的胸胁胀痛、头晕目眩、食欲减退、月经不调、乳房胀痛或见颜面黄褐斑。,用法与用量】口服，每次2～4粒，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q63Z0625.jpg
http://www.zhongyoo.com/zhongchengyao/kgjn_7352.html,抗感胶囊,金银花、赤芍、绵马贯众,功效与主治】清热解毒。用于外感风热引起的发热、头痛、鼻塞、喷嚏、咽痛、全身乏力、酸痛等症。,用法与用量】胶囊，口服，每次2粒，每日3次;颗粒，口服.每次1袋，每日3次;小儿酌减或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100Q64401494.jpg
http://www.zhongyoo.com/zhongchengyao/mzkl_7371.html,苠枣颗粒,黄芪、大枣、茯苓、鸡血藤等,功效与主治】益气补血，健脾和胃。主要用于牌肺虚弱之体虚自汗、心悸失眠，气血不足、白细胞减少及病后体虚脏腑亏损之免疫功能下降等症。,用法与用量】开水冲服，每次15～30g，成人每日 3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100QA413358.jpg
http://www.zhongyoo.com/zhongchengyao/hxygs_7477.html,黄萱益肝散,土大黄、萱草、千里光、猕猴桃、红土茯苓、野蔷薇、獐芽菜、骚羊占、南五味子、丹参、甘草,功效与主治】具有清热解毒、疏肝利胆、健脾化湿、活血化瘀等功效;有效减轻肝炎症状，恢复肝脏功能，尤其是退黄和降低血清丙氨酸氨基转移酶方面显示较好的治疗效果;亦具有较强的抗肝纤维化作用。功效与主治】苗医：旭嘎帜沓痂，维汕洼胗，麦日，麦靓麦韦艿快内，维象样丢象，夫热觉蒙。中医：清热解毒，疏肝利胆。用于肝胆湿热所致的慢性乙型肝炎。,用法与用量】口服，成人每次9g，每日3次，温开水或糖开水送服;小儿酌减(小儿只服浸泡后上清液，不服药渣)。3个月为1个疗程，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100QQ954559.jpg
http://www.zhongyoo.com/zhongchengyao/klkfy_7513.html,咳露口服液,川贝母、枇杷叶、紫菀，麻黄、黄芩、罂粟壳、甘草、薄荷脑,功效与主治】清热，宣肺，平喘，化痰止咳。用于风热犯肺、内郁化火所致的咳嗽痰多或吐痰不爽，咽喉肿痛，胸满气短，感冒咳嗽及慢性支气管炎见上述证候者。,用法与用量】口服，每次10～20ml，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100R04A0609.jpg
http://www.zhongyoo.com/zhongchengyao/gskkl_7533.html,骨疏康颗粒,淫羊藿、熟地黄、骨碎补、黄芪、丹参、术耳、黄瓜籽,功效与主治】补肾益气，活血壮骨，养精填髓。用于原发性骨质疏松症}由骨质疏松症引起的全身骨骼痛、腰膝酸软、神疲乏力等症状;由糖尿病、甲状旁腺功能亢进引起的继发性骨质疏松症;骨折的迁延不愈、无菌性股骨头坏死。,用法与用量】颗粒，成人每次1袋，每日3次;胶囊，每次4粒，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100R1115U62.jpg
http://www.zhongyoo.com/zhongchengyao/xsljw_7546.html,香砂六君丸,人参(党参)、白术、茯苓、甘草、陈皮、半夏、砂仁、生姜,功效与主治】健脾和胃，理气止痛。用于脾胃气虚、寒湿滞于中焦之纳呆暖气、脘腹胀满或疼痛、呕吐泄泻等症。,用法与用量】口服，每次6～9g，每日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100R1044H43.jpg
http://www.zhongyoo.com/zhongchengyao/ffxtwp_7675.html,复方夏天无片,】夏天无、制草乌等,功效与主治】驱风逐湿，舒筋活络，行血止痛。用于风湿性关节肿痛，坐骨神经痛，脑血栓形成肢体麻木、屈伸不灵、止膛艰难及小儿麻痹后遗症等。,用法与用量】口服，每次2片，每日3次，小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100911542L37.jpg
http://www.zhongyoo.com/zhongchengyao/ffyglp_7679.html,复方益肝灵片,】益肝灵粉(水飞蓟素)、五仁醇浸膏,无,用法与用量】口服，每次4片，每口3次，饭后服用。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100911530D54.jpg
http://www.zhongyoo.com/zhongchengyao/byqxp_8849.html,补益强心片,人参、黄芪、五加皮、丹参、麦冬、葶苈子,功效与主治】益气养阴，活血利水。用于冠心病、高血压性心脏病所致慢性充血性心力衰竭(心功能分级Ⅱ～Ⅲ级)，中医辨证属气阴两虚兼血瘀水停证者，症见心悸、气短、乏力、胸闷、胸痛、面色苍白、汗出、口干、浮肿、口唇青紫等。,用法与用量】口服，每次4片，每日3次，2周为1个疗程。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101211134C09.jpg
